countryId,IMDb_Id
Q30,tt034578
Q27,tt0488121
Q183,tt0488121
Q145,tt0488121
Q34,tt0488121
Q30,tt030182
Q30,tt030817
Q30,tt01375666
Q145,tt01375666
Q30,tt01375670
Q16,tt01101048
Q30,tt0963966
Q30,tt0800228
Q30,tt0478125
Q30,tt01013743
Q30,tt01226232
Q30,tt0111002
Q668,tt0405266
Q30,tt049201
Q145,tt0446750
Q36,tt0446750
Q16,tt0446750
Q55,tt0446750
Q30,tt087247
Q142,tt0217019
Q30,tt01155076
Q148,tt01155076
Q30,tt01247662
Q408,tt0425196
Q145,tt0425196
Q30,tt0954990
Q145,tt092772
Q8646,tt0185691
Q22502,tt0185691
Q17,tt0103316
Q17,tt081662
Q30,tt0842926
Q142,tt0842926
Q30,tt01001540
Q159,tt01001540
Q928,tt053344
Q928,tt069426
Q403,tt01273235
Q39,tt01319569
Q142,tt01319569
Q31,tt01319569
Q145,tt01248971
Q142,tt082927
Q30,tt021110
Q30,tt016544
Q30,tt0944835
Q145,tt0874957
Q258,tt0874957
Q963,tt0874957
Q30,tt0874957
Q30,tt01396557
Q30,tt050271
Q30,tt019258
Q30,tt01259583
Q15180,tt060161
Q30,tt024433
Q30,tt022834
Q30,tt021874
Q31,tt0485947
Q183,tt0485947
Q16,tt0485947
Q142,tt0485947
Q145,tt0485947
Q32,tt0485947
Q30,tt0485947
Q30,tt025536
Q38,tt065782
Q142,tt065782
Q15180,tt065782
Q30,tt065782
Q145,tt063443
Q30,tt047494
Q30,tt034780
Q145,tt01068669
Q30,tt070435
Q30,tt0427152
Q30,tt01484522
Q17,tt066466
Q17,tt063598
Q145,tt01415283
Q142,tt01415283
Q30,tt01415283
Q17,tt01415283
Q38,tt01277728
Q16,tt0395424
Q30,tt0395424
Q142,tt0102583
Q884,tt0156906
Q30,tt067820
Q41,tt0220016
Q20,tt0497539
Q30,tt075342
Q20,tt01252610
Q668,tt075669
Q34,tt01570966
Q142,tt061113
Q31,tt061113
Q884,tt0208995
Q28,tt0415127
Q183,tt0415127
Q142,tt0415127
Q38,tt0415127
Q30,tt047101
Q30,tt025907
Q30,tt078915
Q403,tt01118045
Q30,tt01118045
Q183,tt01118045
Q142,tt01264904
Q31,tt01264904
Q22502,tt0109685
Q17,tt01352369
Q30,tt01002561
Q145,tt01104126
Q8646,tt01386932
Q148,tt01386932
Q30,tt0400383
Q34,tt079359
Q30,tt0493949
Q30,tt0134108
Q33,tt076252
Q30,tt034405
Q16,tt01438254
Q30,tt01438254
Q30,tt01205535
Q30,tt01386588
Q30,tt051866
Q30,tt01268987
Q43,tt01513713
Q142,tt0107175
Q39,tt0107175
Q30,tt044331
Q30,tt038934
Q145,tt0291833
Q35,tt0479937
Q20,tt0479937
Q34,tt0479937
Q29,tt0479074
Q45,tt0479074
Q142,tt0479074
Q30,tt0479074
Q38,tt093004
Q142,tt093004
Q30,tt044566
Q30,tt064227
Q145,tt051706
Q145,tt057239
Q30,tt032850
Q30,tt043599
Q27,tt01217070
Q29,tt01217070
Q142,tt01217070
Q30,tt045592
Q30,tt034902
Q30,tt0437405
Q189,tt01534397
Q30,tt01320253
Q219,tt01320253
Q29,tt01320253
Q183,tt01320253
Q30,tt0446029
Q145,tt0446029
Q16,tt0446029
Q17,tt0446029
Q30,tt038108
Q33,tt070285
Q408,tt01313092
Q30,tt01294161
Q30,tt048602
Q55,tt0419952
Q142,tt01424062
Q30,tt01125387
Q30,tt01419318
Q16,tt01419318
Q30,tt01058743
Q668,tt01291465
Q30,tt032983
Q159,tt0199777
Q183,tt0199777
Q38,tt0199777
Q39,tt0199777
Q142,tt0383025
Q30,tt0115985
Q145,tt01020558
Q142,tt01020558
Q30,tt01020558
Q16,tt01424797
Q30,tt0808526
Q414,tt01022606
Q884,tt01022606
Q155,tt01022606
Q29,tt01022606
Q142,tt073155
Q38,tt073155
Q713750,tt073155
Q183,tt0458455
Q145,tt0458455
Q38,tt0458455
Q29,tt0458455
Q30,tt038419
Q142,tt01020938
Q142,tt0115822
Q30,tt028816
Q145,tt0146990
Q668,tt071145
Q30,tt01671630
Q142,tt038334
Q884,tt0407821
Q30,tt0832318
Q30,tt0997152
Q408,tt0816436
Q145,tt0816436
Q145,tt01220214
Q30,tt018526
Q142,tt0464154
Q17,tt0464154
Q30,tt0464154
Q183,tt0487027
Q142,tt01179025
Q30,tt01179025
Q30,tt01194263
Q183,tt01194263
Q36,tt01194263
Q30,tt01519656
Q30,tt01059925
Q8646,tt01202514
Q30,tt01145144
Q16,tt01145144
Q298,tt01223975
Q155,tt01223975
Q30,tt058091
Q30,tt038370
Q30,tt043792
Q30,tt041767
Q35,tt01087890
Q27,tt01346961
Q33,tt095880
Q30,tt01285309
Q30,tt045333
Q142,tt01183672
Q668,tt01351224
Q30,tt031835
Q30,tt01322282
Q142,tt01329457
Q142,tt01156143
Q38,tt01156143
Q38,tt01107816
Q30,tt093067
Q96,tt093067
Q30,tt055797
Q30,tt046076
Q30,tt0411951
Q17,tt0411951
Q30,tt0234516
Q30,tt0181212
Q142,tt0381442
Q408,tt0138631
Q30,tt01394383
Q142,tt084358
Q213,tt0406098
Q183,tt0406098
Q142,tt0339357
Q38,tt0339357
Q17,tt0142235
Q17,tt0843302
Q142,tt01320244
Q30,tt01320244
Q414,tt087027
Q29,tt087027
Q30,tt023891
Q30,tt036630
Q30,tt032376
Q1041,tt060758
Q142,tt060758
Q713750,tt091869
Q33946,tt091869
Q159,tt0284492
Q30,tt01440728
Q145,tt01440728
Q155,tt066936
Q17,tt044497
Q17,tt050612
Q145,tt054403
Q30,tt0196181
Q30,tt0281859
Q142,tt01183276
Q30,tt0889573
Q55,tt0807840
Q142,tt01060234
Q30,tt01558250
Q30,tt0101664
Q30,tt045758
Q33,tt01539086
Q8646,tt079432
Q30,tt01233611
Q30,tt0903943
Q33,tt0154750
Q30,tt0985694
Q183,tt0985694
Q145,tt0985694
Q30,tt01193631
Q30,tt022403
Q30,tt041947
Q30,tt01322312
Q30,tt046094
Q30,tt037885
Q30,tt038000
Q30,tt032349
Q30,tt044324
Q145,tt01351630
Q30,tt034485
Q30,tt028739
Q30,tt040843
Q30,tt041515
Q30,tt050569
Q30,tt073615
Q30,tt030006
Q30,tt029334
Q33,tt083579
Q30,tt01137999
Q33,tt083022
Q30,tt01333117
Q30,tt01135500
Q30,tt061389
Q30,tt038104
Q30,tt040109
Q30,tt01666186
Q30,tt092269
Q16,tt092269
Q183,tt01255955
Q30,tt0318126
Q30,tt01024733
Q17,tt01410261
Q30,tt01328913
Q142,tt01167638
Q30,tt034965
Q34,tt0188350
Q8646,tt0846017
Q148,tt0846017
Q30,tt0158011
Q884,tt0151073
Q884,tt0108192
Q30,tt024115
Q30,tt034384
Q142,tt0262699
Q16,tt0262699
Q183,tt01008017
Q142,tt01008017
Q38,tt01008017
Q30,tt028070
Q30,tt0386474
Q30,tt0119329
Q28,tt0119329
Q16,tt0119329
Q213,tt0119329
Q30,tt078295
Q30,tt0125522
Q33,tt01428453
Q408,tt079482
Q30,tt01285016
Q45,tt0116300
Q142,tt0116300
Q183,tt0116300
Q37,tt0116300
Q30,tt033525
Q30,tt0996967
Q30,tt0840361
Q38,tt052961
Q142,tt052961
Q36704,tt052961
Q30,tt048488
Q30,tt01328867
Q35,tt01135922
Q30,tt01282140
Q30,tt0879870
Q30,tt01049402
Q30,tt01047449
Q30,tt01137439
Q145,tt0795463
Q29,tt049042
Q38,tt049042
Q30,tt056940
Q30,tt047550
Q30,tt01356864
Q30,tt038053
Q30,tt0912586
Q34,tt01067733
Q30,tt0817177
Q30,tt01433813
Q30,tt01027718
Q41,tt056346
Q142,tt056346
Q30,tt056346
Q30,tt059453
Q30,tt01219342
Q408,tt01219342
Q30,tt01287468
Q408,tt01287468
Q30,tt067975
Q30,tt038026
Q30,tt026144
Q30,tt050208
Q17,tt071695
Q17,tt0143428
Q142,tt0104105
Q30,tt01105512
Q30,tt01562847
Q928,tt01562847
Q145,tt041329
Q30,tt041329
Q30,tt045551
Q30,tt060801
Q142,tt052698
Q38,tt052698
Q22502,tt01604900
Q30,tt0804497
Q30,tt0390185
Q30,tt059477
Q30,tt01212456
Q55,tt090579
Q668,tt056134
Q30,tt04635
Q30,tt01251757
Q30,tt01132193
Q218,tt0819895
Q142,tt01189076
Q38,tt01189076
Q30,tt021294
Q30,tt023753
Q41,tt0396630
Q145,tt0902967
Q30,tt0902967
Q30,tt01276105
Q30,tt01103248
Q145,tt01486190
Q668,tt0374271
Q30,tt01301990
Q30,tt01493279
Q30,tt01346983
Q30,tt0463032
Q30,tt029648
Q30,tt017534
Q414,tt0318523
Q29,tt0318523
Q142,tt0318523
Q30,tt069002
Q713750,tt076845
Q30,tt076845
Q30,tt082235
Q30,tt0892096
Q30,tt01447793
Q221,tt0834102
Q183,tt0834102
Q38,tt0834102
Q219,tt0834102
Q29,tt0834102
Q30,tt016690
Q145,tt01228987
Q30,tt01228987
Q55,tt01727587
Q30,tt01028576
Q408,tt0816556
Q30,tt01314655
Q142,tt0410410
Q30,tt01414382
Q30,tt01055292
Q30,tt01182350
Q29,tt01182350
Q30,tt01260567
Q30,tt01423995
Q30,tt01176252
Q30,tt026768
Q30,tt065820
Q30,tt032871
Q30,tt01645089
Q142,tt01315962
Q145,tt01470827
Q96,tt01470827
Q30,tt0192788
Q30,tt01646887
Q30,tt054102
Q39,tt01244754
Q145,tt01244754
Q30,tt01244754
Q408,tt01148165
Q30,tt048513
Q145,tt045056
Q30,tt030442
Q30,tt01196165
Q145,tt01334260
Q30,tt062827
Q30,tt047424
Q145,tt079428
Q183,tt0959282
Q40,tt0959282
Q145,tt01093369
Q142,tt0775489
Q145,tt0775489
Q142,tt01442519
Q38,tt01442519
Q191,tt0834170
Q30,tt037931
Q35,tt01065318
Q30,tt0899138
Q713750,tt070374
Q30,tt074875
Q38,tt0772105
Q142,tt0772105
Q30,tt052050
Q30,tt01209364
Q191,tt01247696
Q33,tt01247696
Q34,tt01247696
Q142,tt01247696
Q258,tt01400526
Q30,tt01400526
Q183,tt01400526
Q142,tt01523483
Q30,tt01523483
Q41,tt093791
Q668,tt0886539
Q30,tt01045642
Q96,tt058438
Q668,tt01447508
Q30,tt020919
Q30,tt060099
Q145,tt0176250
Q142,tt01612774
Q16,tt0445054
Q30,tt01179069
Q30,tt0326965
Q33,tt093139
Q17,tt0171357
Q30,tt01116184
Q408,tt01241330
Q30,tt01085779
Q148,tt0365402
Q30,tt01320304
Q884,tt01662557
Q30,tt01566648
Q30,tt043123
Q27,tt01003034
Q145,tt01003034
Q30,tt058745
Q30,tt028330
Q145,tt01094295
Q145,tt062990
Q30,tt062990
Q16,tt062990
Q30,tt043565
Q145,tt0441324
Q30,tt01245526
Q30,tt092285
Q142,tt057536
Q38,tt057536
Q30,tt073496
Q30,tt045471
Q35,tt01340107
Q34,tt01340107
Q30,tt0872230
Q29,tt0479221
Q30,tt01337137
Q30,tt0466665
Q801,tt01424327
Q183,tt01424327
Q142,tt01424327
Q96,tt0452592
Q30,tt0452592
Q155,tt01047445
Q30,tt01047445
Q30,tt01242618
Q183,tt0478214
Q29,tt060223
Q183,tt0497467
Q55,tt0497467
Q145,tt0114198
Q36,tt0114198
Q213,tt0114198
Q142,tt0114198
Q794,tt0187809
Q668,tt01190894
Q30,tt01190894
Q30,tt0928188
Q142,tt01465487
Q235,tt01465487
Q30,tt01465487
Q142,tt01588337
Q334,tt0120116
Q145,tt0459387
Q219,tt01426361
Q34,tt01426361
Q30,tt023825
Q142,tt063005
Q38,tt063005
Q41,tt088241
Q713750,tt088241
Q38,tt088241
Q145,tt088241
Q38,tt047821
Q30,tt01536044
Q30,tt01528718
Q30,tt01675758
Q33,tt01428050
Q30,tt023911
Q794,tt0262774
Q145,tt01411232
Q30,tt042397
Q16,tt01600524
Q142,tt0496634
Q183,tt0496634
Q30,tt070287
Q30,tt0494864
Q30,tt01212419
Q183,tt01181791
Q145,tt01181791
Q183,tt0940580
Q142,tt0940580
Q16,tt0940580
Q30,tt01156466
Q35,tt073482
Q16,tt01477076
Q30,tt01477076
Q30,tt01231583
Q145,tt037980
Q30,tt051534
Q30,tt01542344
Q142,tt01542344
Q145,tt01542344
Q30,tt01001526
Q408,tt01001526
Q183,tt01194235
Q30,tt035794
Q30,tt075433
Q30,tt029454
Q30,tt033110
Q30,tt056341
Q30,tt060983
Q30,tt0947798
Q30,tt033283
Q30,tt078878
Q30,tt067980
Q16,tt081656
Q142,tt01230204
Q31,tt01230204
Q30,tt01230204
Q30,tt01278379
Q30,tt0977855
Q878,tt0977855
Q30,tt037702
Q30,tt044903
Q30,tt041373
Q38,tt085124
Q145,tt066122
Q713750,tt066122
Q145,tt0318742
Q183,tt0318742
Q142,tt0318742
Q40,tt0120075
Q183,tt0120075
Q142,tt0120075
Q20,tt0374308
Q30,tt0454932
Q30,tt041497
Q30,tt053729
Q30,tt0113241
Q869,tt0993778
Q30,tt0217978
Q142,tt0217978
Q96,tt01101675
Q17,tt01101675
Q30,tt01101675
Q40,tt01405809
Q142,tt01405809
Q183,tt01405809
Q36,tt01225290
Q142,tt01225290
Q30,tt01725156
Q159,tt01588875
Q183,tt01644577
Q801,tt01644577
Q29,tt01644577
Q20,tt01644577
Q34,tt01644577
Q39,tt01644577
Q36,tt01644577
Q33,tt01644577
Q142,tt0147039
Q17,tt045507
Q142,tt0120404
Q17,tt01038685
Q22502,tt01038685
Q183,tt01038685
Q16,tt01038685
Q30,tt01038685
Q145,tt01038685
Q869,tt01588895
Q145,tt01588895
Q142,tt01588895
Q183,tt01588895
Q29,tt01588895
Q55,tt01588895
Q33,tt01533796
Q145,tt068983
Q30,tt0466214
Q36,tt0113205
Q145,tt029201
Q37,tt0118823
Q45,tt0118823
Q142,tt0118823
Q30,tt0477080
Q30,tt01126618
Q142,tt01020773
Q38,tt01020773
Q31,tt01020773
Q794,tt01020773
Q30,tt01458175
Q142,tt01458175
Q30,tt01421051
Q145,tt01421051
Q38,tt01421051
Q17,tt01421051
Q142,tt01421051
Q183,tt01270101
Q29,tt01519245
Q145,tt01235189
Q142,tt01235189
Q218,tt0141966
Q96,tt01164999
Q29,tt01164999
Q218,tt01360875
Q145,tt01360875
Q142,tt01158936
Q41,tt01158936
Q38,tt01158936
Q38,tt01467273
Q145,tt0926084
Q30,tt0926084
Q30,tt01504320
Q145,tt01504320
Q30,tt0398286
Q17,tt0398286
Q30,tt055073
Q145,tt056576
Q30,tt029222
Q30,tt041687
Q145,tt0984159
Q30,tt01518821
Q145,tt01518821
Q16,tt01441084
Q30,tt0363587
Q142,tt0460342
Q30,tt0964517
Q30,tt01403988
Q30,tt020876
Q29,tt095053
Q142,tt095053
Q38,tt095053
Q258,tt01048174
Q145,tt01048174
Q142,tt0176666
Q713750,tt0176666
Q142,tt074720
Q794,tt066127
Q145,tt070424
Q38,tt079023
Q713750,tt079023
Q145,tt079023
Q142,tt079023
Q30,tt01626201
Q16,tt01626201
Q142,tt078152
Q31,tt078152
Q713750,tt078152
Q142,tt01361313
Q30,tt01361313
Q30,tt043766
Q30,tt019532
Q408,tt01320291
Q30,tt0382847
Q34,tt047167
Q34,tt058124
Q30,tt01568334
Q148,tt0492473
Q38,tt0492473
Q30,tt021106
Q148,tt0769507
Q16,tt01194417
Q30,tt020821
Q142,tt0806029
Q142,tt0431975
Q142,tt01065332
Q145,tt01227787
Q142,tt01227787
Q262,tt01227787
Q142,tt089821
Q30,tt055571
Q30,tt01213648
Q145,tt01213648
Q30,tt01564585
Q668,tt01373156
Q145,tt01393020
Q30,tt068835
Q30,tt01131727
Q30,tt01326831
Q20,tt01722515
Q34,tt01722515
Q183,tt01722515
Q36,tt01514837
Q30,tt039080
Q30,tt054164
Q145,tt041735
Q30,tt050699
Q30,tt01127221
Q96,tt01127221
Q30,tt062760
Q30,tt0437806
Q145,tt01251725
Q30,tt01152398
Q668,tt01194236
Q30,tt0758752
Q30,tt0980970
Q145,tt0980970
Q16,tt0980970
Q408,tt0980970
Q183,tt0980970
Q30,tt01570989
Q30,tt01436560
Q145,tt059269
Q30,tt023049
Q30,tt039531
Q30,tt077756
Q30,tt038721
Q30,tt047603
Q30,tt041513
Q30,tt01243957
Q142,tt01243957
Q38,tt01243957
Q145,tt01243957
Q30,tt048337
Q30,tt046374
Q16,tt01323605
Q33,tt01401143
Q20,tt01401143
Q142,tt01401143
Q34,tt01401143
Q30,tt0798817
Q30,tt0496253
Q142,tt0374294
Q38,tt0374294
Q29,tt0374294
Q41,tt0374294
Q159,tt0374294
Q142,tt0120494
Q17,tt0403990
Q38,tt0887732
Q39,tt0887732
Q142,tt0887732
Q145,tt063571
Q30,tt051437
Q30,tt065579
Q38,tt062893
Q794,tt0117056
Q30,tt018451
Q38,tt074262
Q142,tt074262
Q30,tt026452
Q30,tt049552
Q142,tt051404
Q43,tt0287803
Q142,tt01356928
Q183,tt01356928
Q31,tt01356928
Q43,tt01571724
Q183,tt01571724
Q142,tt01571724
Q37,tt0471911
Q142,tt0471911
Q45,tt0471911
Q55,tt0471911
Q884,tt0295192
Q17,tt0295192
Q8646,tt0295192
Q928,tt0479506
Q142,tt049518
Q38,tt049518
Q800,tt0439491
Q183,tt01583356
Q38,tt071585
Q142,tt071585
Q30,tt01270835
Q30,tt068187
Q36704,tt068894
Q38,tt068894
Q30,tt01175709
Q30,tt0775543
Q33,tt01379689
Q30,tt063585
Q183,tt09878
Q794,tt0423277
Q142,tt0423277
Q30,tt0472175
Q33,tt0378848
Q408,tt01456941
Q408,tt01376709
Q668,tt01071798
Q30,tt036748
Q30,tt01403865
Q30,tt01104001
Q145,tt01431181
Q30,tt01431181
Q30,tt093286
Q30,tt039391
Q30,tt033389
Q30,tt048210
Q30,tt0106612
Q30,tt01341188
Q29,tt01013854
Q38,tt01423894
Q16,tt01423894
Q30,tt033980
Q30,tt01172991
Q30,tt030396
Q30,tt027869
Q30,tt026932
Q408,tt01064744
Q30,tt030202
Q30,tt01121977
Q29,tt01121977
Q30,tt0960721
Q30,tt0839856
Q218,tt0422349
Q142,tt0422349
Q183,tt0422349
Q145,tt0422349
Q30,tt049061
Q145,tt0127319
Q30,tt0421090
Q884,tt0475616
Q414,tt0484039
Q145,tt0484039
Q142,tt094011
Q8646,tt061597
Q16,tt0159797
Q884,tt01588170
Q29,tt0461894
Q145,tt0997263
Q145,tt068675
Q142,tt066318
Q38,tt066318
Q31,tt066318
Q30,tt042998
Q30,tt059447
Q145,tt01488163
Q142,tt01488163
Q30,tt01488163
Q38,tt074400
Q142,tt074400
Q713750,tt074400
Q33946,tt0122770
Q33,tt0121398
Q30,tt0102842
Q30,tt048421
Q30,tt01433108
Q17,tt057363
Q36,tt0257289
Q142,tt0257289
Q148,tt01319718
Q8646,tt01319718
Q30,tt0935075
Q30,tt01186248
Q408,tt0452631
Q334,tt0452631
Q30,tt011541
Q30,tt011071
Q30,tt0970866
Q30,tt01320261
Q668,tt0256692
Q668,tt0337578
Q30,tt046398
Q30,tt030018
Q27,tt0490499
Q145,tt0490499
Q30,tt0101478
Q35,tt01680136
Q30,tt01352388
Q30,tt01319726
Q30,tt011508
Q668,tt0418362
Q30,tt032946
Q30,tt036166
Q30,tt01311087
Q30,tt043458
Q668,tt0208903
Q30,tt0127322
Q30,tt032043
Q142,tt01135952
Q1009,tt01135952
Q30,tt01391034
Q414,tt01391034
Q142,tt01391034
Q30,tt036217
Q408,tt01071812
Q30,tt01126591
Q30,tt01407055
Q30,tt012255
Q20,tt0102247
Q34,tt0102247
Q183,tt0102247
Q142,tt0102247
Q16,tt01465522
Q145,tt01465522
Q30,tt01465522
Q668,tt01465522
Q16,tt0353012
Q145,tt0374853
Q29,tt0374853
Q30,tt0374853
Q398,tt0374853
Q148,tt01000775
Q884,tt0488174
Q30,tt01302067
Q664,tt01302067
Q30,tt01572769
Q884,tt01373120
Q38,tt062082
Q29,tt062082
Q30,tt056234
Q17,tt049784
Q30,tt01059955
Q30,tt090209
Q96,tt0841017
Q145,tt0841017
Q16,tt0841017
Q142,tt0104658
Q142,tt097995
Q155,tt0923683
Q16,tt01163752
Q38,tt061587
Q29,tt061587
Q155,tt060380
Q30,tt071186
Q36,tt0982939
Q183,tt01010313
Q668,tt01610452
Q668,tt0234000
Q145,tt01371155
Q38,tt071880
Q41,tt0485147
Q183,tt0297871
Q30,tt082886
Q30,tt01294688
Q142,tt01294688
Q183,tt019655
Q183,tt01327726
Q33,tt01327726
Q30,tt074207
Q30,tt012224
Q30,tt063612
Q30,tt0756727
Q30,tt01015474
Q668,tt0272736
Q668,tt0265148
Q30,tt042742
Q38,tt046159
Q30,tt0990407
Q30,tt044905
Q30,tt057090
Q30,tt012570
Q30,tt012543
Q30,tt01023114
Q878,tt01023114
Q36,tt01023114
Q668,tt01023114
Q664,tt01032751
Q884,tt01032751
Q30,tt054295
Q30,tt01318001
Q142,tt0121411
Q16,tt0121411
Q30,tt0121411
Q30,tt013025
Q29,tt01010415
Q668,tt01166100
Q668,tt0493417
Q30,tt050487
Q30,tt031002
Q30,tt057598
Q30,tt035157
Q159,tt0432314
Q145,tt0432314
Q184,tt01343703
Q159,tt01343703
Q668,tt0110076
Q145,tt056308
Q35,tt0414195
Q148,tt0414195
Q869,tt01653690
Q30,tt0479997
Q17,tt01462667
Q419,tt0476298
Q29,tt0476298
Q35,tt0116480
Q34,tt0116480
Q20,tt0116480
Q183,tt0116480
Q142,tt063771
Q183,tt0137079
Q43,tt0137079
Q145,tt0107875
Q28,tt0107875
Q17,tt0107875
Q30,tt0107875
Q35,tt0107875
Q142,tt055082
Q38,tt055082
Q142,tt039822
Q142,tt01174047
Q884,tt0313550
Q96,tt054042
Q142,tt0118201
Q17,tt064296
Q414,tt0407021
Q142,tt0407021
Q55,tt0407021
Q39,tt0407021
Q145,tt031968
Q30,tt044888
Q17,tt0278413
Q30,tt01172060
Q142,tt063152
Q30,tt056725
Q142,tt0158117
Q45,tt0158117
Q29,tt0158117
Q31,tt01426352
Q142,tt01426352
Q142,tt041634
Q30,tt0409847
Q668,tt0409847
Q33,tt0189041
Q34,tt0189041
Q145,tt0189041
Q414,tt01625098
Q183,tt0424992
Q38,tt01093382
Q33,tt0274154
Q33,tt084164
Q145,tt066492
Q30,tt062203
Q33,tt0489325
Q30,tt013422
Q30,tt012945
Q145,tt055214
Q30,tt055214
Q30,tt0213469
Q17,tt0213469
Q8646,tt0213469
Q334,tt0213469
Q30,tt073760
Q29,tt01166113
Q30,tt035958
Q142,tt01217637
Q29,tt01217637
Q145,tt01183665
Q27,tt01183665
Q29,tt01183665
Q142,tt01183665
Q39,tt01183665
Q183,tt01568923
Q801,tt01568923
Q30,tt01620446
Q30,tt01369567
Q30,tt0823187
Q30,tt045039
Q30,tt064405
Q30,tt054446
Q30,tt036984
Q30,tt037316
Q30,tt019429
Q30,tt013158
Q30,tt013099
Q159,tt01706414
Q30,tt0489212
Q30,tt01578275
Q16,tt01221208
Q30,tt033409
Q30,tt027690
Q30,tt069080
Q30,tt0470000
Q30,tt034998
Q668,tt0327071
Q30,tt013055
Q30,tt032410
Q145,tt079123
Q30,tt040626
Q30,tt01223150
Q30,tt0469913
Q183,tt01442580
Q30,tt01694015
Q183,tt0764639
Q30,tt01143155
Q884,tt01143155
Q30,tt050296
Q713750,tt067962
Q38,tt067962
Q27,tt0975684
Q34,tt0975684
Q30,tt045029
Q8646,tt0415380
Q148,tt0415380
Q16,tt0810809
Q31,tt0810809
Q142,tt0810809
Q142,tt060891
Q424,tt0368954
Q142,tt0368954
Q31,tt0368954
Q16,tt0368954
Q408,tt0368954
Q39,tt0368954
Q213,tt0368954
Q33,tt0368954
Q884,tt01287878
Q142,tt01287878
Q38,tt01054674
Q155,tt01054674
Q145,tt0108583
Q17,tt0108583
Q30,tt029002
Q30,tt021153
Q218,tt01470024
Q38,tt067384
Q713750,tt067384
Q36704,tt067384
Q33946,tt067384
Q884,tt01314652
Q30,tt043539
Q30,tt043938
Q30,tt01219289
Q183,tt01683876
Q30,tt027474
Q30,tt01705977
Q145,tt0286864
Q142,tt0286864
Q36,tt0129774
Q142,tt0129774
Q183,tt0129774
Q183,tt014586
Q183,tt032653
Q17,tt082699
Q30,tt01242432
Q142,tt01285246
Q38,tt0396818
Q38,tt0770829
Q30,tt013858
Q30,tt014218
Q34,tt01686313
Q668,tt0306434
Q145,tt01183923
Q30,tt01183923
Q30,tt039502
Q38,tt056945
Q142,tt056945
Q36704,tt056945
Q30,tt036711
Q30,tt054653
Q30,tt037420
Q16,tt01533084
Q30,tt01533084
Q30,tt01148200
Q30,tt01781069
Q30,tt074815
Q30,tt0249555
Q30,tt046446
Q30,tt030517
Q30,tt036277
Q30,tt048748
Q145,tt061180
Q148,tt01667150
Q30,tt0329200
Q30,tt043968
Q30,tt048538
Q30,tt01411238
Q145,tt01411238
Q145,tt01134664
Q30,tt01189340
Q30,tt01161864
Q28,tt01161864
Q38,tt01161864
Q142,tt01422020
Q16,tt01422020
Q145,tt01422020
Q29,tt0252703
Q45,tt01013856
Q29,tt01013856
Q142,tt01013856
Q31,tt0454536
Q142,tt0454536
Q142,tt0461795
Q884,tt0461795
Q142,tt0184115
Q142,tt01257562
Q145,tt047085
Q408,tt074404
Q35,tt01158889
Q30,tt054243
Q884,tt0116005
Q30,tt078150
Q17,tt0456873
Q414,tt0347131
Q142,tt0347131
Q183,tt0347131
Q55,tt0347131
Q30,tt047417
Q145,tt074964
Q30,tt074964
Q30,tt073317
Q142,tt0339558
Q1028,tt0339558
Q159,tt01693830
Q30,tt047388
Q142,tt0214529
Q30,tt021910
Q17,tt063186
Q142,tt0412298
Q31,tt0412298
Q30,tt01405500
Q183,tt036989
Q33,tt01539107
Q33,tt050832
Q30,tt029577
Q96,tt0893412
Q30,tt0893412
Q41,tt057307
Q17,tt086244
Q17,tt089691
Q30,tt01555064
Q145,tt01401152
Q183,tt01401152
Q142,tt01401152
Q30,tt01401152
Q30,tt0881320
Q408,tt0881320
Q30,tt01477837
Q664,tt0352925
Q30,tt01576699
Q145,tt0377981
Q16,tt0377981
Q30,tt0377981
Q30,tt033022
Q30,tt022397
Q30,tt031033
Q30,tt045494
Q145,tt062414
Q30,tt062414
Q142,tt0120754
Q145,tt0120754
Q30,tt0120754
Q96,tt054172
Q30,tt054172
Q30,tt034386
Q30,tt027902
Q145,tt053003
Q30,tt053003
Q30,tt041672
Q30,tt040553
Q30,tt022495
Q30,tt029656
Q30,tt034078
Q145,tt01320239
Q145,tt067176
Q142,tt01258120
Q30,tt01452628
Q29,tt063983
Q38,tt086484
Q29,tt086484
Q30,tt01230206
Q30,tt067972
Q414,tt0809427
Q142,tt0809427
Q55,tt0809427
Q30,tt01638362
Q30,tt01092026
Q145,tt01092026
Q35,tt01322385
Q34,tt01322385
Q38,tt069390
Q29,tt069390
Q145,tt069390
Q142,tt01188983
Q30,tt056289
Q36,tt0117808
Q142,tt0117808
Q39,tt0117808
Q30,tt0118141
Q145,tt069738
Q43,tt01284591
Q142,tt01284591
Q183,tt01284591
Q16,tt0457414
Q30,tt0457414
Q142,tt01504429
Q142,tt084824
Q29,tt0104121
Q38,tt0104121
Q30,tt0104121
Q148,tt0882978
Q884,tt0882978
Q8646,tt0882978
Q183,tt011723
Q183,tt010208
Q159,tt0238883
Q145,tt01054580
Q183,tt01054580
Q40,tt01054580
Q142,tt01054580
Q145,tt0110125
Q55,tt0110125
Q183,tt0110125
Q22502,tt0891457
Q30,tt072665
Q145,tt01424003
Q183,tt036818
Q183,tt0248379
Q38,tt0319237
Q30,tt050915
Q30,tt01502404
Q30,tt01192628
Q145,tt01192628
Q30,tt046425
Q30,tt0810922
Q183,tt0810922
Q17,tt01590089
Q30,tt01385826
Q30,tt01274300
Q30,tt039927
Q30,tt034923
